project_x,class_x,branch_coverage,file,type,cbo,wmc,dit,noc,rfc,lcom,nom,nopm,nosm,nof,nopf,nosf,nosi,loc,project_y,vocabulary,length,calculated_length,volume,difficulty,effort,time,bugs,A,Ca,Ce,D,I,V,project,abstract,assert,boolean,break,byte,case,catch,char,class_y,class-name,const,continue,default,do,double,else,extends,false,final,finally,float,for,goto,if,implements,import,instanceof,int,interface,long,native,new,null,package,private,protected,public,return,short,static,strictfp,super,switch,synchronized,this,throw,throws,transient,true,try,void,volatile,while,prediction
cassandra,org.apache.cassandra.service.pager.PagingState,0.234375,/Users/grano/PycharmProjects/jsep/projects/cassandra/sources/org/apache/cassandra/service/pager/PagingState.java,class,14,46,1,0,38,7,14,12,3,6,4,0,11,247,cassandra,76,283,448.2416859592692,1768.163486304535,7.436619718309858,13149.159447447808,730.5088581915448,0.5893878287681783,0.16,5.0,21.0,0.03,0.81,1.0,cassandra,1,3,2,0,0,0,2,0,4,org.apache.cassandra.service.pager.PagingState,0,0,0,0,0,5,0,0,10,0,0,11,0,11,0,18,2,9,0,0,0,9,11,1,4,0,18,17,0,4,0,0,0,0,9,2,0,0,0,2,0,0,1,0.3924326626648973
cassandra,org.apache.cassandra.streaming.ProgressInfo,0.75,/Users/grano/PycharmProjects/jsep/projects/cassandra/sources/org/apache/cassandra/streaming/ProgressInfo.java,class,2,21,1,0,9,0,7,6,1,7,7,0,0,99,cassandra,61,160,327.57978409184966,948.9179740100619,10.867924528301888,10312.768925090484,572.9316069494713,0.3163059913366873,0.13,11.0,44.0,0.07,0.8,1.0,cassandra,0,1,2,0,1,0,0,0,1,org.apache.cassandra.streaming.ProgressInfo,0,0,0,0,0,0,0,0,7,0,0,2,0,7,1,3,0,3,0,4,0,1,1,1,1,0,15,11,0,2,0,0,0,0,3,0,0,0,1,0,0,0,0,0.5114072125790876
cassandra,org.apache.cassandra.streaming.StreamSummary,0.6666666666666666,/Users/grano/PycharmProjects/jsep/projects/cassandra/sources/org/apache/cassandra/streaming/StreamSummary.java,class,6,11,1,0,18,0,7,7,0,4,4,1,2,94,cassandra,69,224,392.0784101848217,1368.3094783183099,9.714285714285717,13292.1492179493,738.4527343305168,0.4561031594394367,0.13,11.0,44.0,0.07,0.8,1.0,cassandra,0,0,1,0,0,0,0,0,2,org.apache.cassandra.streaming.StreamSummary,0,0,0,0,0,0,0,0,5,0,0,5,0,3,2,10,0,7,0,5,0,3,1,1,0,0,13,7,0,2,0,0,0,0,3,0,2,0,0,0,1,0,0,0.4497271242869463
cassandra,org.apache.cassandra.streaming.StreamTransferTask,0.375,/Users/grano/PycharmProjects/jsep/projects/cassandra/sources/org/apache/cassandra/streaming/StreamTransferTask.java,class,9,29,2,0,26,0,9,9,0,6,0,1,1,153,cassandra,87,210,541.7095510155793,1353.018134128233,2.321428571428572,3140.9349542262553,174.49638634590306,0.451006044709411,0.13,11.0,44.0,0.07,0.8,1.0,cassandra,0,2,2,0,0,0,1,0,1,org.apache.cassandra.streaming.StreamTransferTask,0,0,0,0,0,1,1,0,4,0,0,7,0,8,0,11,0,2,0,5,0,5,1,1,5,1,11,6,0,1,0,0,0,8,4,0,0,0,0,1,4,0,0,0.07887096451828596
cassandra,org.apache.cassandra.streaming.compress.CompressionInfo,0.125,/Users/grano/PycharmProjects/jsep/projects/cassandra/sources/org/apache/cassandra/streaming/compress/CompressionInfo.java,class,8,13,1,0,6,0,4,4,0,3,3,1,2,83,cassandra,46,204,228.38689879982144,1126.8066390356307,13.5,15211.889626981014,845.104979276723,0.3756022130118769,0.0,1.0,24.0,0.04,0.96,1.0,cassandra,0,1,0,0,0,0,0,0,2,org.apache.cassandra.streaming.compress.CompressionInfo,0,0,0,0,0,0,0,0,3,0,0,5,0,3,1,7,0,6,0,2,0,3,1,1,0,0,8,4,0,2,0,0,0,0,3,0,2,0,0,0,1,0,0,0.3672555916305916
cassandra,org.apache.cassandra.streaming.management.SessionInfoCompositeData,0.2,/Users/grano/PycharmProjects/jsep/projects/cassandra/sources/org/apache/cassandra/streaming/management/SessionInfoCompositeData.java,class,7,14,1,0,26,16,4,2,4,4,1,4,20,165,cassandra,83,182,521.319264378683,1160.2571765051405,0.0,0.0,0.0,0.38675239216838014,0.0,2.0,9.0,0.18,0.82,1.0,cassandra,0,1,0,0,0,0,3,0,1,org.apache.cassandra.streaming.management.SessionInfoCompositeData,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,12,0,0,0,0,0,12,0,1,5,0,8,8,0,9,0,0,0,0,3,3,0,0,0,3,0,0,0,0.11315825956450956
cassandra,org.apache.cassandra.streaming.management.StreamStateCompositeData,0.16666666666666666,/Users/grano/PycharmProjects/jsep/projects/cassandra/sources/org/apache/cassandra/streaming/management/StreamStateCompositeData.java,class,3,10,1,0,21,0,2,2,2,4,1,4,5,124,cassandra,64,121,376.5686351804948,726.0,0.0,0.0,0.0,0.242,0.0,2.0,9.0,0.18,0.82,1.0,cassandra,0,1,0,0,0,0,2,0,1,org.apache.cassandra.streaming.management.StreamStateCompositeData,0,0,0,0,2,0,0,0,4,0,0,3,0,0,0,9,0,0,0,4,0,10,0,1,3,0,6,4,0,7,0,0,0,0,4,2,0,0,0,2,0,0,0,0.421949555074555
cassandra,org.apache.cassandra.streaming.messages.FileMessageHeader,0.5,/Users/grano/PycharmProjects/jsep/projects/cassandra/sources/org/apache/cassandra/streaming/messages/FileMessageHeader.java,class,12,39,1,0,35,0,11,10,0,13,11,1,8,242,cassandra,118,604,759.390715349933,4157.116401814552,24.859813084112147,103345.13671800662,5741.396484333701,1.3857054672715172,0.08,3.0,18.0,0.06,0.86,1.0,cassandra,0,0,2,0,0,0,0,0,2,org.apache.cassandra.streaming.messages.FileMessageHeader,0,0,0,0,0,2,0,0,13,0,0,9,0,12,0,15,0,14,0,14,0,7,4,1,3,0,22,11,0,2,0,0,0,0,4,1,2,1,0,0,0,0,0,0.4517002361792811
cassandra,org.apache.cassandra.streaming.messages.PrepareMessage,0.5,/Users/grano/PycharmProjects/jsep/projects/cassandra/sources/org/apache/cassandra/streaming/messages/PrepareMessage.java,class,9,9,2,0,13,2,4,4,0,3,3,1,1,85,cassandra,46,105,242.21499122004107,579.9740053859864,2.3181818181818183,1344.4851943038775,74.69362190577098,0.19332466846199547,0.08,3.0,18.0,0.06,0.86,1.0,cassandra,0,0,0,0,0,0,0,0,1,org.apache.cassandra.streaming.messages.PrepareMessage,0,0,0,0,0,0,1,0,3,0,0,7,0,0,0,11,0,5,0,0,0,6,0,1,0,0,8,2,0,1,0,0,0,0,3,0,2,0,0,0,1,0,0,0.4180505952380953
cassandra,org.apache.cassandra.tools.BulkLoadConnectionFactory,0.1,/Users/grano/PycharmProjects/jsep/projects/cassandra/sources/org/apache/cassandra/tools/BulkLoadConnectionFactory.java,class,2,8,1,0,7,0,2,2,0,4,0,0,1,61,cassandra,45,118,227.65963218934144,648.0386653669018,5.2682926829268295,3414.057359006116,189.66985327811759,0.21601288845563385,0.05,2.0,66.0,0.02,0.97,1.0,cassandra,0,0,2,0,0,0,0,0,1,org.apache.cassandra.tools.BulkLoadConnectionFactory,0,0,0,0,0,2,0,0,4,0,0,3,0,4,1,9,0,3,0,0,0,0,1,1,4,0,3,3,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0.26124757595345827
cassandra,org.apache.cassandra.tools.nodetool.stats.CompactionHistoryPrinter,0.2,/Users/grano/PycharmProjects/jsep/projects/cassandra/sources/org/apache/cassandra/tools/nodetool/stats/CompactionHistoryPrinter.java,class,7,9,1,0,12,1,2,2,1,0,0,0,2,70,cassandra,74,171,446.2346001038465,1061.8165255225506,2.180555555555556,2315.349923708895,128.63055131716084,0.35393884184085017,0.11,1.0,14.0,0.04,0.93,1.0,cassandra,0,0,0,0,0,2,0,0,2,org.apache.cassandra.tools.nodetool.stats.CompactionHistoryPrinter,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,6,2,0,0,0,0,5,0,1,0,0,4,3,0,3,0,0,1,0,3,0,0,0,0,0,1,0,0,0.37901375534188037
cassandra,org.apache.cassandra.tools.nodetool.stats.StatsKeyspace,0.5,/Users/grano/PycharmProjects/jsep/projects/cassandra/sources/org/apache/cassandra/tools/nodetool/stats/StatsKeyspace.java,class,4,10,1,0,3,0,4,4,0,8,5,0,0,68,cassandra,51,132,269.06567602884894,748.7601451402375,4.9361702127659575,3696.007524947555,205.33375138597526,0.24958671504674584,0.11,1.0,14.0,0.04,0.93,1.0,cassandra,0,0,0,0,0,0,0,0,1,org.apache.cassandra.tools.nodetool.stats.StatsKeyspace,0,0,0,0,4,0,0,0,1,0,0,2,0,2,0,5,0,1,0,4,0,1,0,1,3,0,10,2,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0.7255208333333334
cassandra,org.apache.cassandra.tools.nodetool.stats.TableStatsPrinter,0.2,/Users/grano/PycharmProjects/jsep/projects/cassandra/sources/org/apache/cassandra/tools/nodetool/stats/TableStatsPrinter.java,class,8,19,1,0,5,1,2,2,1,0,0,0,1,102,cassandra,129,323,889.5629552200653,2264.626403501711,2.228346456692913,5046.372221976254,280.35401233201407,0.7548754678339037,0.11,1.0,14.0,0.04,0.93,1.0,cassandra,0,0,0,0,0,2,0,0,2,org.apache.cassandra.tools.nodetool.stats.TableStatsPrinter,0,0,0,0,0,0,0,2,0,0,0,4,0,6,1,2,0,0,0,0,0,3,0,1,1,0,3,3,0,2,0,0,2,0,3,0,0,0,0,0,1,0,0,0.728628663003663
cassandra,org.apache.cassandra.tools.nodetool.stats.TpStatsPrinter,0.2,/Users/grano/PycharmProjects/jsep/projects/cassandra/sources/org/apache/cassandra/tools/nodetool/stats/TpStatsPrinter.java,class,6,9,1,0,8,1,2,2,1,0,0,0,3,64,cassandra,61,143,354.41343573651113,848.0954392714928,0.0,0.0,0.0,0.2826984797571642,0.11,1.0,14.0,0.04,0.93,1.0,cassandra,0,0,0,0,0,2,0,0,2,org.apache.cassandra.tools.nodetool.stats.TpStatsPrinter,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,4,3,0,0,0,0,3,0,1,0,0,4,3,0,2,0,0,1,0,3,0,0,0,0,0,1,0,0,0.21082379921665637
cassandra,org.apache.cassandra.transport.ServerConnection,0.022727272727272728,/Users/grano/PycharmProjects/jsep/projects/cassandra/sources/org/apache/cassandra/transport/ServerConnection.java,class,11,32,2,0,9,0,5,4,0,4,0,0,2,108,cassandra,75,184,444.63204548483236,1146.102639051242,4.676056338028169,5359.240509366371,297.73558385368733,0.3820342130170807,0.18,13.0,38.0,0.08,0.75,1.0,cassandra,0,1,0,0,0,6,0,0,1,org.apache.cassandra.transport.ServerConnection,0,0,0,0,0,1,1,0,2,0,0,2,0,10,0,7,0,1,0,0,0,7,1,1,6,0,5,3,0,0,0,0,2,0,3,5,0,0,0,0,1,2,0,0.32783904884267756
cassandra,org.apache.cassandra.utils.BiMultiValMap,0.3333333333333333,/Users/grano/PycharmProjects/jsep/projects/cassandra/sources/org/apache/cassandra/utils/BiMultiValMap.java,class,5,22,1,0,25,0,18,17,0,2,0,0,0,125,cassandra,54,220,298.4228653433368,1266.0752504759632,4.076923076923077,5161.691405786619,286.7606336548122,0.42202508349198775,0.15,72.0,78.0,0.33,0.52,1.0,cassandra,0,0,3,0,0,0,0,0,1,org.apache.cassandra.utils.BiMultiValMap,0,0,0,0,0,0,4,0,2,0,0,4,0,1,1,7,0,1,0,0,0,1,0,1,0,3,18,13,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0.2766107503607504
cassandra,org.apache.cassandra.utils.BloomCalculations,0.5588235294117647,/Users/grano/PycharmProjects/jsep/projects/cassandra/sources/org/apache/cassandra/utils/BloomCalculations.java,class,3,19,1,0,4,0,6,6,4,7,0,5,5,186,cassandra,204,314,1526.1223857800894,2409.1415573790496,4.318181818181818,10403.111270500442,577.9506261389133,0.8030471857930165,0.15,72.0,78.0,0.33,0.52,1.0,cassandra,0,4,0,0,0,0,0,0,4,org.apache.cassandra.utils.BloomCalculations,0,0,0,0,4,0,0,9,7,0,0,10,0,8,0,0,0,12,0,0,0,7,0,1,4,0,8,7,0,12,0,0,0,0,4,2,0,0,0,0,0,0,0,0.8965949328449327
cassandra,org.apache.cassandra.utils.CassandraVersion,0.0125,/Users/grano/PycharmProjects/jsep/projects/cassandra/sources/org/apache/cassandra/utils/CassandraVersion.java,class,1,63,1,0,24,15,10,7,3,9,3,4,16,203,cassandra,108,454,675.1759500778849,3066.718925982215,23.625,72451.23462632982,4025.068590351657,1.0222396419940716,0.15,72.0,78.0,0.33,0.52,1.0,cassandra,0,0,2,0,0,0,2,0,1,org.apache.cassandra.utils.CassandraVersion,0,0,0,0,0,3,0,0,9,0,0,5,0,24,1,5,1,10,0,0,0,4,11,1,9,0,11,27,0,7,0,0,0,0,5,3,0,0,0,2,0,0,0,0.4774406057542043
cassandra,org.apache.cassandra.utils.CoalescingStrategies,0.09375,/Users/grano/PycharmProjects/jsep/projects/cassandra/sources/org/apache/cassandra/utils/CoalescingStrategies.java,class,12,94,5,0,55,353,34,12,4,27,0,11,16,491,cassandra,226,990,1673.2624229577884,7741.977172791037,36.73913043478261,284433.5091742794,15801.861620793301,2.5806590575970123,0.15,72.0,78.0,0.33,0.52,1.0,cassandra,2,0,3,0,0,5,3,0,6,org.apache.cassandra.utils.CoalescingStrategies,0,0,0,1,1,2,12,0,24,0,0,11,0,24,0,17,0,19,3,29,0,14,0,1,30,13,16,17,0,22,0,0,0,0,10,4,6,0,0,3,14,1,4,0.21009831779101612
cassandra,org.apache.cassandra.utils.ConcurrentBiMap,0.25,/Users/grano/PycharmProjects/jsep/projects/cassandra/sources/org/apache/cassandra/utils/ConcurrentBiMap.java,class,2,24,1,0,22,0,15,14,0,2,0,0,2,114,cassandra,57,214,301.8442939431394,1248.238463031255,11.82,14754.178633029434,819.6765907238574,0.41607948767708497,0.15,72.0,78.0,0.33,0.52,1.0,cassandra,0,0,3,0,0,0,0,0,1,org.apache.cassandra.utils.ConcurrentBiMap,0,0,0,0,0,0,4,0,2,0,0,5,0,4,1,6,0,1,0,0,0,4,3,1,0,3,15,12,0,0,0,0,0,3,3,3,0,0,0,0,2,0,0,0.34167552437641724
cassandra,org.apache.cassandra.utils.DirectorySizeCalculator,0.5,/Users/grano/PycharmProjects/jsep/projects/cassandra/sources/org/apache/cassandra/utils/DirectorySizeCalculator.java,class,0,7,2,0,2,8,5,5,0,2,0,0,0,57,cassandra,30,73,136.60593781761293,358.2030134794218,2.5,895.5075336985547,49.7504185388086,0.11940100449314064,0.15,72.0,78.0,0.33,0.52,1.0,cassandra,0,0,1,0,0,0,0,0,1,org.apache.cassandra.utils.DirectorySizeCalculator,0,0,0,0,0,0,1,0,1,0,0,2,0,1,0,6,0,0,0,2,0,0,0,1,0,2,6,4,0,0,0,0,0,0,3,0,2,0,0,0,0,1,0,0.6180555555555556
cassandra,org.apache.cassandra.utils.DynamicList,0.3648648648648649,/Users/grano/PycharmProjects/jsep/projects/cassandra/sources/org/apache/cassandra/utils/DynamicList.java,class,5,49,1,0,28,14,16,7,1,6,0,0,8,231,cassandra,65,268,346.5993341005035,1613.9945738916254,24.566037735849058,39649.4516076773,2202.747311537628,0.5379981912972086,0.15,72.0,78.0,0.33,0.52,1.0,cassandra,0,6,1,0,0,0,0,0,2,org.apache.cassandra.utils.DynamicList,0,0,0,0,0,0,0,0,4,0,0,15,0,11,0,4,0,11,0,0,0,7,4,1,15,0,9,18,0,2,0,0,0,0,7,0,0,0,0,0,4,0,5,0.3649930529434865
cassandra,org.apache.cassandra.utils.EstimatedHistogram,0.813953488372093,/Users/grano/PycharmProjects/jsep/projects/cassandra/sources/org/apache/cassandra/utils/EstimatedHistogram.java,class,7,80,1,0,28,1,26,23,3,3,1,1,12,352,cassandra,131,663,857.1356411000647,4663.15945001933,31.82905982905983,148423.98112711098,8245.776729283943,1.5543864833397765,0.15,72.0,78.0,0.33,0.52,1.0,cassandra,0,3,4,0,0,0,0,0,2,org.apache.cassandra.utils.EstimatedHistogram,0,0,1,0,1,6,0,0,4,0,0,18,0,24,1,9,1,13,0,17,0,13,1,1,3,0,26,24,0,5,0,0,0,0,8,2,2,0,2,0,4,0,0,0.26045483803635977
cassandra,org.apache.cassandra.utils.GuidGenerator,0.4,/Users/grano/PycharmProjects/jsep/projects/cassandra/sources/org/apache/cassandra/utils/GuidGenerator.java,class,1,15,1,0,24,10,5,4,5,3,0,3,14,105,cassandra,79,229,471.10918953097917,1443.5657913325565,5.513513513513511,7959.119498157878,442.1733054532154,0.4811885971108522,0.15,72.0,78.0,0.33,0.52,1.0,cassandra,0,0,0,0,0,0,1,0,1,org.apache.cassandra.utils.GuidGenerator,0,0,0,0,0,0,0,0,3,0,0,5,0,3,0,5,0,2,0,3,0,7,0,1,4,0,5,5,0,9,0,0,0,0,3,1,0,0,0,1,0,0,0,0.5903556568570308
cassandra,org.apache.cassandra.utils.HistogramBuilder,0.9722222222222222,/Users/grano/PycharmProjects/jsep/projects/cassandra/sources/org/apache/cassandra/utils/HistogramBuilder.java,class,2,33,1,0,9,7,6,5,1,4,2,2,9,141,cassandra,68,326,368.2314256438797,1984.5128862476108,26.25,52093.46326399979,2894.081292444433,0.6615042954158703,0.15,72.0,78.0,0.33,0.52,1.0,cassandra,0,0,1,0,0,0,0,0,2,org.apache.cassandra.utils.HistogramBuilder,0,0,1,0,4,3,0,0,13,0,0,7,0,12,0,1,0,4,0,7,0,12,0,1,2,0,8,6,0,3,0,0,0,0,3,1,0,0,0,0,1,0,0,0.5175832910733121
cassandra,org.apache.cassandra.utils.IntegerInterval,0.0625,/Users/grano/PycharmProjects/jsep/projects/cassandra/sources/org/apache/cassandra/utils/IntegerInterval.java,class,3,48,1,0,18,44,21,17,3,4,0,2,25,197,cassandra,78,243,439.5596241826837,1527.3527391835266,19.107692307692307,29184.18618562984,1621.3436769794355,0.5091175797278421,0.15,72.0,78.0,0.33,0.52,1.0,cassandra,0,2,4,0,0,1,0,0,2,org.apache.cassandra.utils.IntegerInterval,0,0,0,1,0,1,0,0,0,0,0,4,0,18,0,5,0,19,0,5,0,3,0,1,6,0,19,19,0,6,0,0,0,1,0,2,0,0,2,0,2,2,1,0.5274653820487154
cassandra,org.apache.cassandra.utils.Interval,0.8,/Users/grano/PycharmProjects/jsep/projects/cassandra/sources/org/apache/cassandra/utils/Interval.java,class,10,15,1,0,6,0,12,12,4,6,3,3,3,91,cassandra,49,223,255.13338933483536,1252.0802952376914,9.466666666666667,11853.026794916812,658.5014886064896,0.41736009841256383,0.15,72.0,78.0,0.33,0.52,1.0,cassandra,0,0,1,0,0,0,0,0,1,org.apache.cassandra.utils.Interval,0,0,0,0,0,0,2,0,8,0,0,2,0,0,0,1,1,5,0,0,0,3,1,1,3,0,16,12,0,7,0,2,0,0,3,0,0,0,0,0,0,0,0,0.4354959039886952
cassandra,org.apache.cassandra.utils.LongTimSort,0.0049751243781094535,/Users/grano/PycharmProjects/jsep/projects/cassandra/sources/org/apache/cassandra/utils/LongTimSort.java,class,4,234,1,0,19,0,18,2,9,11,0,4,31,863,cassandra,102,345,624.4459916918437,2301.986742980165,18.06741573033708,41590.95149114727,2310.608416174848,0.7673289143267219,0.15,72.0,78.0,0.33,0.52,1.0,cassandra,0,32,1,12,0,3,0,0,2,org.apache.cassandra.utils.LongTimSort,0,2,1,8,0,16,1,0,10,0,0,29,0,112,0,1,0,88,1,5,0,11,0,2,27,0,5,9,1,15,0,0,0,0,23,5,1,0,2,2,11,0,20,0.7253453043753323
cassandra,org.apache.cassandra.utils.MerkleTree,0.020833333333333332,/Users/grano/PycharmProjects/jsep/projects/cassandra/sources/org/apache/cassandra/utils/MerkleTree.java,class,30,206,20,0,83,2675,83,63,5,41,15,17,30,1008,cassandra,241,1751,1834.004639565396,13855.469227738664,41.28947368421053,572085.0320611043,31782.50178117246,4.618489742579555,0.15,72.0,78.0,0.33,0.52,1.0,cassandra,3,7,3,0,17,1,3,0,17,org.apache.cassandra.utils.MerkleTree,0,0,0,2,0,24,9,0,30,0,0,12,0,64,7,16,11,23,1,40,0,48,14,1,29,4,86,66,0,37,0,0,0,0,14,9,10,0,0,3,22,0,4,0.2880101626885092
cassandra,org.apache.cassandra.utils.MurmurHash,0.8974358974358975,/Users/grano/PycharmProjects/jsep/projects/cassandra/sources/org/apache/cassandra/utils/MurmurHash.java,class,1,40,1,0,4,15,6,3,6,0,0,0,10,205,cassandra,103,898,622.1456372056361,6004.4774734105295,56.930232558139544,341836.2989513716,18990.90549729842,2.0014924911368435,0.15,72.0,78.0,0.33,0.52,1.0,cassandra,0,0,0,0,0,23,1,0,1,org.apache.cassandra.utils.MurmurHash,0,0,0,0,0,0,0,0,1,0,0,6,0,4,0,1,0,26,0,17,0,0,0,1,0,3,4,5,0,6,0,0,1,0,3,0,0,0,0,0,1,0,0,0.6545547385620915
cassandra,org.apache.cassandra.utils.ObjectSizes,0.375,/Users/grano/PycharmProjects/jsep/projects/cassandra/sources/org/apache/cassandra/utils/ObjectSizes.java,class,5,20,1,0,16,70,13,12,13,3,0,3,12,146,cassandra,63,155,341.9747842438564,926.4783881424872,10.181818181818182,9433.234497450778,524.0685831917099,0.30882612938082904,0.15,72.0,78.0,0.33,0.52,1.0,cassandra,0,0,0,0,6,0,0,0,2,org.apache.cassandra.utils.ObjectSizes,0,0,0,0,0,0,0,0,3,0,0,4,0,4,0,3,0,1,0,18,0,1,0,1,4,0,13,15,0,16,0,0,0,0,3,0,0,0,0,0,0,0,0,0.5140235260770976
cassandra,org.apache.cassandra.utils.OverlapIterator,0.25,/Users/grano/PycharmProjects/jsep/projects/cassandra/sources/org/apache/cassandra/utils/OverlapIterator.java,class,3,5,1,0,9,0,3,3,0,6,0,0,5,68,cassandra,39,86,184.58337707694838,454.5445908221534,4.529411764705882,2058.819617253283,114.3788676251824,0.15151486360738448,0.15,72.0,78.0,0.33,0.52,1.0,cassandra,0,0,0,0,0,0,0,0,2,org.apache.cassandra.utils.OverlapIterator,0,0,0,0,0,0,1,0,4,0,0,3,0,1,0,1,0,2,0,0,0,4,0,1,0,0,4,1,0,0,0,1,0,0,5,0,0,0,0,0,1,0,2,0.3002003205128205
cassandra,org.apache.cassandra.utils.SlidingTimeRate,0.1,/Users/grano/PycharmProjects/jsep/projects/cassandra/sources/org/apache/cassandra/utils/SlidingTimeRate.java,class,2,15,1,0,24,0,6,6,0,6,0,0,1,154,cassandra,89,267,528.3151208762656,1729.0208260680279,14.935897435897436,25824.47772268273,1434.693206815707,0.5763402753560094,0.15,72.0,78.0,0.33,0.52,1.0,cassandra,0,0,1,0,0,0,0,0,1,org.apache.cassandra.utils.SlidingTimeRate,0,0,0,0,4,1,0,0,6,3,0,4,0,4,0,9,0,1,0,10,0,6,1,1,6,0,7,4,0,0,0,0,0,0,3,0,0,0,0,4,2,0,1,0.20829708485958484
cassandra,org.apache.cassandra.utils.SyncUtil,0.07142857142857142,/Users/grano/PycharmProjects/jsep/projects/cassandra/sources/org/apache/cassandra/utils/SyncUtil.java,class,0,36,1,0,21,1,7,7,7,4,1,4,7,180,cassandra,90,253,545.319264378683,1642.4388333714078,10.926829268292684,17946.64871586319,997.0360397701774,0.5474796111238026,0.15,72.0,78.0,0.33,0.52,1.0,cassandra,0,0,3,0,0,0,6,0,1,org.apache.cassandra.utils.SyncUtil,0,0,0,0,0,4,0,0,3,1,0,4,0,12,0,8,0,2,0,0,0,6,1,1,3,0,9,2,0,12,0,0,0,0,3,6,5,0,0,7,6,0,0,0.32450007242371615
cassandra,org.apache.cassandra.utils.btree.BTreeRemoval,0.008064516129032258,/Users/grano/PycharmProjects/jsep/projects/cassandra/sources/org/apache/cassandra/utils/btree/BTreeRemoval.java,class,2,98,1,0,28,78,13,1,13,0,0,0,102,324,cassandra,112,1122,698.7949046262793,7637.852222548631,63.43298969072165,484491.8012921828,26916.21118289904,2.545950740849544,0.15,10.0,8.0,0.41,0.44,1.0,cassandra,0,4,9,0,0,0,0,0,1,org.apache.cassandra.utils.btree.BTreeRemoval,0,0,0,0,0,10,0,0,76,0,0,6,0,34,0,2,0,46,0,0,0,12,4,1,12,0,2,18,0,13,0,1,0,0,3,0,0,0,0,0,0,0,2,0.5133576560795929
cassandra,org.apache.cassandra.utils.concurrent.Accumulator,0.65,/Users/grano/PycharmProjects/jsep/projects/cassandra/sources/org/apache/cassandra/utils/concurrent/Accumulator.java,class,3,22,1,0,2,1,7,7,0,6,0,2,2,126,cassandra,55,149,280.35267028370896,861.4225973151744,13.555555555555555,11677.061874716808,648.7256597064894,0.2871408657717248,0.26,29.0,20.0,0.33,0.41,1.0,cassandra,0,0,3,0,0,0,0,0,1,org.apache.cassandra.utils.concurrent.Accumulator,0,0,0,0,0,0,0,0,3,0,0,5,0,8,1,2,0,7,0,0,0,5,0,1,5,0,11,7,0,2,0,0,0,0,5,3,0,0,0,1,2,4,2,0.8129120879120879
cassandra,org.apache.cassandra.utils.memory.ContextAllocator,0.125,/Users/grano/PycharmProjects/jsep/projects/cassandra/sources/org/apache/cassandra/utils/memory/ContextAllocator.java,class,3,5,2,0,7,1,3,3,0,2,0,0,0,52,cassandra,23,50,98.10749561002054,226.1780978028506,0.0,0.0,0.0,0.07539269926761688,0.15,11.0,23.0,0.17,0.68,1.0,cassandra,0,1,0,0,0,0,0,0,1,org.apache.cassandra.utils.memory.ContextAllocator,0,0,0,0,0,0,1,0,3,0,0,2,0,1,0,3,0,0,0,0,0,0,0,1,2,0,4,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0.41452692187986306
cassandra,org.apache.cassandra.utils.memory.SlabPool,1.0,/Users/grano/PycharmProjects/jsep/projects/cassandra/sources/org/apache/cassandra/utils/memory/SlabPool.java,class,3,2,2,0,1,0,2,2,0,1,0,0,0,32,cassandra,21,31,82.71062275542812,136.16184010614157,1.5263157894736843,207.82596647779502,11.54588702654417,0.04538728003538052,0.15,11.0,23.0,0.17,0.68,1.0,cassandra,0,0,1,0,0,0,0,0,1,org.apache.cassandra.utils.memory.SlabPool,0,0,0,0,0,0,1,0,1,0,1,2,0,0,0,0,0,0,0,1,0,1,0,1,0,0,3,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0.8065476190476191
cassandra,org.apache.cassandra.utils.obs.OffHeapBitSet,0.14285714285714285,/Users/grano/PycharmProjects/jsep/projects/cassandra/sources/org/apache/cassandra/utils/obs/OffHeapBitSet.java,class,4,27,1,0,15,0,17,16,1,1,0,0,3,167,cassandra,119,420,740.4802306016444,2895.823460589337,32.857142857142854,95148.4851336496,5286.026951869422,0.965274486863112,0.25,1.0,6.0,0.11,0.86,1.0,cassandra,0,0,2,0,1,0,1,0,1,org.apache.cassandra.utils.obs.OffHeapBitSet,0,0,0,0,0,0,0,0,1,0,0,6,0,3,1,6,1,5,0,15,1,3,0,1,2,0,17,10,0,1,0,0,0,0,3,2,2,0,0,1,7,0,0,0.24713207509199953
cassandra,org.apache.cassandra.utils.obs.OpenBitSet,0.7317073170731707,/Users/grano/PycharmProjects/jsep/projects/cassandra/sources/org/apache/cassandra/utils/obs/OpenBitSet.java,class,4,83,1,0,17,122,32,32,2,4,0,1,7,425,cassandra,137,923,876.3915938365303,6551.483612572567,74.72072072072072,489531.57732141326,27196.198740078515,2.1838278708575225,0.25,1.0,6.0,0.11,0.86,1.0,cassandra,0,0,4,1,0,0,0,0,1,org.apache.cassandra.utils.obs.OpenBitSet,0,0,0,1,0,3,0,2,3,0,0,20,0,21,1,6,1,43,0,22,1,5,0,1,4,0,33,21,0,3,0,0,0,0,10,0,2,0,4,0,13,0,3,0.41182882182456026
